// HCs - 2025-09-05T20:39:10.043Z
//notes:Word of Crota - Rank 1, Tier S by TheAegisRelic __ Column 1: Repulsor Brace, Dragonfly __ Column 2: Destabilizing Rounds __ Origin Trait: Cursed Thrall
dimwishlist:item=1246793994&perks=776531651,169755979,2839173408
dimwishlist:item=1246793994&perks=2541826827,2848615171,2839173408
dimwishlist:item=1246793994&perks=2541826827,169755979,2839173408
dimwishlist:item=1246793994&perks=777589557,2048641572,2839173408
dimwishlist:item=1246793994&perks=777589557,1926441324,2839173408
dimwishlist:item=1246793994&perks=1771736209,2048641572,2839173408
dimwishlist:item=1246793994&perks=1771736209,1926441324,2839173408
dimwishlist:item=1246793994&perks=777589557,2848615171,2839173408
dimwishlist:item=1246793994&perks=777589557,169755979,2839173408
dimwishlist:item=1246793994&perks=1771736209,2848615171,2839173408
dimwishlist:item=1246793994&perks=1771736209,169755979,2839173408



//notes:Nation of Beasts - Rank 14, Tier B by TheAegisRelic __ Column 1: Dragonfly, Eddy Current __ Column 2: Voltshot, Explosive Payload __ Origin Trait: Explosive Pact
dimwishlist:item=70083888&perks=2848615171,2173046394,1489048135
dimwishlist:item=70083888&perks=2848615171,1720528630,1489048135
dimwishlist:item=70083888&perks=169755979,2173046394,1489048135
dimwishlist:item=70083888&perks=169755979,1720528630,1489048135
dimwishlist:item=70083888&perks=2848615171,3038247973,1489048135
dimwishlist:item=70083888&perks=2848615171,64866129,1489048135
dimwishlist:item=70083888&perks=169755979,3038247973,1489048135
dimwishlist:item=70083888&perks=169755979,64866129,1489048135
dimwishlist:item=70083888&perks=684456054,2173046394,1489048135
dimwishlist:item=70083888&perks=684456054,1720528630,1489048135
dimwishlist:item=70083888&perks=2785334058,2173046394,1489048135
dimwishlist:item=70083888&perks=2785334058,1720528630,1489048135
dimwishlist:item=70083888&perks=684456054,3038247973,1489048135
dimwishlist:item=70083888&perks=684456054,64866129,1489048135
dimwishlist:item=70083888&perks=2785334058,3038247973,1489048135
dimwishlist:item=70083888&perks=2785334058,64866129,1489048135
dimwishlist:item=654370424&perks=2848615171,2173046394,1489048135
dimwishlist:item=654370424&perks=2848615171,1720528630,1489048135
dimwishlist:item=654370424&perks=169755979,2173046394,1489048135
dimwishlist:item=654370424&perks=169755979,1720528630,1489048135
dimwishlist:item=654370424&perks=2848615171,3038247973,1489048135
dimwishlist:item=654370424&perks=2848615171,64866129,1489048135
dimwishlist:item=654370424&perks=169755979,3038247973,1489048135
dimwishlist:item=654370424&perks=169755979,64866129,1489048135
dimwishlist:item=654370424&perks=684456054,2173046394,1489048135
dimwishlist:item=654370424&perks=684456054,1720528630,1489048135
dimwishlist:item=654370424&perks=2785334058,2173046394,1489048135
dimwishlist:item=654370424&perks=2785334058,1720528630,1489048135
dimwishlist:item=654370424&perks=684456054,3038247973,1489048135
dimwishlist:item=654370424&perks=684456054,64866129,1489048135
dimwishlist:item=654370424&perks=2785334058,3038247973,1489048135
dimwishlist:item=654370424&perks=2785334058,64866129,1489048135



//notes:Phoneutria Fera - Rank 15, Tier B by TheAegisRelic __ Column 1: Threat Remover, Threat Detector, Slideshot __ Column 2: Incandescent, One-Two Punch, Surrounded __ Origin Trait: Tenacity
dimwishlist:item=3496887154&perks=1126264488,4293542123,3911709647
dimwishlist:item=3496887154&perks=1126264488,2675184851,3911709647
dimwishlist:item=3496887154&perks=2476672792,4293542123,3911709647
dimwishlist:item=3496887154&perks=2476672792,2675184851,3911709647
dimwishlist:item=3496887154&perks=1126264488,2679249093,3911709647
dimwishlist:item=3496887154&perks=1126264488,788178929,3911709647
dimwishlist:item=3496887154&perks=2476672792,2679249093,3911709647
dimwishlist:item=3496887154&perks=2476672792,788178929,3911709647
dimwishlist:item=3496887154&perks=1126264488,3708227201,3911709647
dimwishlist:item=3496887154&perks=1126264488,781192741,3911709647
dimwishlist:item=3496887154&perks=2476672792,3708227201,3911709647
dimwishlist:item=3496887154&perks=2476672792,781192741,3911709647
dimwishlist:item=3496887154&perks=4071163871,4293542123,3911709647
dimwishlist:item=3496887154&perks=4071163871,2675184851,3911709647
dimwishlist:item=3496887154&perks=494941759,4293542123,3911709647
dimwishlist:item=3496887154&perks=494941759,2675184851,3911709647
dimwishlist:item=3496887154&perks=4071163871,2679249093,3911709647
dimwishlist:item=3496887154&perks=4071163871,788178929,3911709647
dimwishlist:item=3496887154&perks=494941759,2679249093,3911709647
dimwishlist:item=3496887154&perks=494941759,788178929,3911709647
dimwishlist:item=3496887154&perks=4071163871,3708227201,3911709647
dimwishlist:item=3496887154&perks=4071163871,781192741,3911709647
dimwishlist:item=3496887154&perks=494941759,3708227201,3911709647
dimwishlist:item=3496887154&perks=494941759,781192741,3911709647
dimwishlist:item=3496887154&perks=3161816588,4293542123,3911709647
dimwishlist:item=3496887154&perks=3161816588,2675184851,3911709647
dimwishlist:item=3496887154&perks=191144788,4293542123,3911709647
dimwishlist:item=3496887154&perks=191144788,2675184851,3911709647
dimwishlist:item=3496887154&perks=3161816588,2679249093,3911709647
dimwishlist:item=3496887154&perks=3161816588,788178929,3911709647
dimwishlist:item=3496887154&perks=191144788,2679249093,3911709647
dimwishlist:item=3496887154&perks=191144788,788178929,3911709647
dimwishlist:item=3496887154&perks=3161816588,3708227201,3911709647
dimwishlist:item=3496887154&perks=3161816588,781192741,3911709647
dimwishlist:item=3496887154&perks=191144788,3708227201,3911709647
dimwishlist:item=3496887154&perks=191144788,781192741,3911709647
dimwishlist:item=3804242792&perks=1126264488,4293542123,3911709647
dimwishlist:item=3804242792&perks=1126264488,2675184851,3911709647
dimwishlist:item=3804242792&perks=2476672792,4293542123,3911709647
dimwishlist:item=3804242792&perks=2476672792,2675184851,3911709647
dimwishlist:item=3804242792&perks=1126264488,2679249093,3911709647
dimwishlist:item=3804242792&perks=1126264488,788178929,3911709647
dimwishlist:item=3804242792&perks=2476672792,2679249093,3911709647
dimwishlist:item=3804242792&perks=2476672792,788178929,3911709647
dimwishlist:item=3804242792&perks=1126264488,3708227201,3911709647
dimwishlist:item=3804242792&perks=1126264488,781192741,3911709647
dimwishlist:item=3804242792&perks=2476672792,3708227201,3911709647
dimwishlist:item=3804242792&perks=2476672792,781192741,3911709647
dimwishlist:item=3804242792&perks=4071163871,4293542123,3911709647
dimwishlist:item=3804242792&perks=4071163871,2675184851,3911709647
dimwishlist:item=3804242792&perks=494941759,4293542123,3911709647
dimwishlist:item=3804242792&perks=494941759,2675184851,3911709647
dimwishlist:item=3804242792&perks=4071163871,2679249093,3911709647
dimwishlist:item=3804242792&perks=4071163871,788178929,3911709647
dimwishlist:item=3804242792&perks=494941759,2679249093,3911709647
dimwishlist:item=3804242792&perks=494941759,788178929,3911709647
dimwishlist:item=3804242792&perks=4071163871,3708227201,3911709647
dimwishlist:item=3804242792&perks=4071163871,781192741,3911709647
dimwishlist:item=3804242792&perks=494941759,3708227201,3911709647
dimwishlist:item=3804242792&perks=494941759,781192741,3911709647
dimwishlist:item=3804242792&perks=3161816588,4293542123,3911709647
dimwishlist:item=3804242792&perks=3161816588,2675184851,3911709647
dimwishlist:item=3804242792&perks=191144788,4293542123,3911709647
dimwishlist:item=3804242792&perks=191144788,2675184851,3911709647
dimwishlist:item=3804242792&perks=3161816588,2679249093,3911709647
dimwishlist:item=3804242792&perks=3161816588,788178929,3911709647
dimwishlist:item=3804242792&perks=191144788,2679249093,3911709647
dimwishlist:item=3804242792&perks=191144788,788178929,3911709647
dimwishlist:item=3804242792&perks=3161816588,3708227201,3911709647
dimwishlist:item=3804242792&perks=3161816588,781192741,3911709647
dimwishlist:item=3804242792&perks=191144788,3708227201,3911709647
dimwishlist:item=3804242792&perks=191144788,781192741,3911709647
dimwishlist:item=3804242793&perks=1126264488,4293542123,3911709647
dimwishlist:item=3804242793&perks=1126264488,2675184851,3911709647
dimwishlist:item=3804242793&perks=2476672792,4293542123,3911709647
dimwishlist:item=3804242793&perks=2476672792,2675184851,3911709647
dimwishlist:item=3804242793&perks=1126264488,2679249093,3911709647
dimwishlist:item=3804242793&perks=1126264488,788178929,3911709647
dimwishlist:item=3804242793&perks=2476672792,2679249093,3911709647
dimwishlist:item=3804242793&perks=2476672792,788178929,3911709647
dimwishlist:item=3804242793&perks=1126264488,3708227201,3911709647
dimwishlist:item=3804242793&perks=1126264488,781192741,3911709647
dimwishlist:item=3804242793&perks=2476672792,3708227201,3911709647
dimwishlist:item=3804242793&perks=2476672792,781192741,3911709647
dimwishlist:item=3804242793&perks=4071163871,4293542123,3911709647
dimwishlist:item=3804242793&perks=4071163871,2675184851,3911709647
dimwishlist:item=3804242793&perks=494941759,4293542123,3911709647
dimwishlist:item=3804242793&perks=494941759,2675184851,3911709647
dimwishlist:item=3804242793&perks=4071163871,2679249093,3911709647
dimwishlist:item=3804242793&perks=4071163871,788178929,3911709647
dimwishlist:item=3804242793&perks=494941759,2679249093,3911709647
dimwishlist:item=3804242793&perks=494941759,788178929,3911709647
dimwishlist:item=3804242793&perks=4071163871,3708227201,3911709647
dimwishlist:item=3804242793&perks=4071163871,781192741,3911709647
dimwishlist:item=3804242793&perks=494941759,3708227201,3911709647
dimwishlist:item=3804242793&perks=494941759,781192741,3911709647
dimwishlist:item=3804242793&perks=3161816588,4293542123,3911709647
dimwishlist:item=3804242793&perks=3161816588,2675184851,3911709647
dimwishlist:item=3804242793&perks=191144788,4293542123,3911709647
dimwishlist:item=3804242793&perks=191144788,2675184851,3911709647
dimwishlist:item=3804242793&perks=3161816588,2679249093,3911709647
dimwishlist:item=3804242793&perks=3161816588,788178929,3911709647
dimwishlist:item=3804242793&perks=191144788,2679249093,3911709647
dimwishlist:item=3804242793&perks=191144788,788178929,3911709647
dimwishlist:item=3804242793&perks=3161816588,3708227201,3911709647
dimwishlist:item=3804242793&perks=3161816588,781192741,3911709647
dimwishlist:item=3804242793&perks=191144788,3708227201,3911709647
dimwishlist:item=3804242793&perks=191144788,781192741,3911709647



//notes:Yesterday's Question - Rank 16, Tier B by TheAegisRelic __ Column 1: Dragonfly, Rapid Hit __ Column 2: Voltshot, Vorpal Weapon __ Origin Trait: One Quiet Moment
dimwishlist:item=2300143112&perks=2848615171,2173046394,4091460919
dimwishlist:item=2300143112&perks=2848615171,1720528630,4091460919
dimwishlist:item=2300143112&perks=169755979,2173046394,4091460919
dimwishlist:item=2300143112&perks=169755979,1720528630,4091460919
dimwishlist:item=2300143112&perks=2848615171,1546637391,4091460919
dimwishlist:item=2300143112&perks=2848615171,3418165135,4091460919
dimwishlist:item=2300143112&perks=169755979,1546637391,4091460919
dimwishlist:item=2300143112&perks=169755979,3418165135,4091460919
dimwishlist:item=2300143112&perks=247725512,2173046394,4091460919
dimwishlist:item=2300143112&perks=247725512,1720528630,4091460919
dimwishlist:item=2300143112&perks=2938480696,2173046394,4091460919
dimwishlist:item=2300143112&perks=2938480696,1720528630,4091460919
dimwishlist:item=2300143112&perks=247725512,1546637391,4091460919
dimwishlist:item=2300143112&perks=247725512,3418165135,4091460919
dimwishlist:item=2300143112&perks=2938480696,1546637391,4091460919
dimwishlist:item=2300143112&perks=2938480696,3418165135,4091460919
dimwishlist:item=2378785953&perks=2848615171,2173046394,4091460919
dimwishlist:item=2378785953&perks=2848615171,1720528630,4091460919
dimwishlist:item=2378785953&perks=169755979,2173046394,4091460919
dimwishlist:item=2378785953&perks=169755979,1720528630,4091460919
dimwishlist:item=2378785953&perks=2848615171,1546637391,4091460919
dimwishlist:item=2378785953&perks=2848615171,3418165135,4091460919
dimwishlist:item=2378785953&perks=169755979,1546637391,4091460919
dimwishlist:item=2378785953&perks=169755979,3418165135,4091460919
dimwishlist:item=2378785953&perks=247725512,2173046394,4091460919
dimwishlist:item=2378785953&perks=247725512,1720528630,4091460919
dimwishlist:item=2378785953&perks=2938480696,2173046394,4091460919
dimwishlist:item=2378785953&perks=2938480696,1720528630,4091460919
dimwishlist:item=2378785953&perks=247725512,1546637391,4091460919
dimwishlist:item=2378785953&perks=247725512,3418165135,4091460919
dimwishlist:item=2378785953&perks=2938480696,1546637391,4091460919
dimwishlist:item=2378785953&perks=2938480696,3418165135,4091460919



//notes:Luna's Howl - Rank 17, Tier B by TheAegisRelic __ Column 1: Heal Clip, Enlightened Action __ Column 2: Incandescent __ Origin Trait: Indomitability
dimwishlist:item=153979396&perks=3017780555,4293542123,2489430594
dimwishlist:item=153979396&perks=3017780555,2675184851,2489430594
dimwishlist:item=153979396&perks=4223976499,4293542123,2489430594
dimwishlist:item=153979396&perks=4223976499,2675184851,2489430594
dimwishlist:item=153979396&perks=777589557,4293542123,2489430594
dimwishlist:item=153979396&perks=777589557,2675184851,2489430594
dimwishlist:item=153979396&perks=1771736209,4293542123,2489430594
dimwishlist:item=153979396&perks=1771736209,2675184851,2489430594
dimwishlist:item=2763843899&perks=3017780555,4293542123,2489430594
dimwishlist:item=2763843899&perks=3017780555,2675184851,2489430594
dimwishlist:item=2763843899&perks=4223976499,4293542123,2489430594
dimwishlist:item=2763843899&perks=4223976499,2675184851,2489430594
dimwishlist:item=2763843899&perks=777589557,4293542123,2489430594
dimwishlist:item=2763843899&perks=777589557,2675184851,2489430594
dimwishlist:item=2763843899&perks=1771736209,4293542123,2489430594
dimwishlist:item=2763843899&perks=1771736209,2675184851,2489430594
dimwishlist:item=3757612024&perks=3017780555,4293542123,2489430594
dimwishlist:item=3757612024&perks=3017780555,2675184851,2489430594
dimwishlist:item=3757612024&perks=4223976499,4293542123,2489430594
dimwishlist:item=3757612024&perks=4223976499,2675184851,2489430594
dimwishlist:item=3757612024&perks=777589557,4293542123,2489430594
dimwishlist:item=3757612024&perks=777589557,2675184851,2489430594
dimwishlist:item=3757612024&perks=1771736209,4293542123,2489430594
dimwishlist:item=3757612024&perks=1771736209,2675184851,2489430594



//notes:Bold Endings - Rank 18, Tier B by TheAegisRelic __ Column 1: Headstone __ Column 2: Dragonfly __ Origin Trait: Dealer's Choice
dimwishlist:item=496728945&perks=124408337,2848615171,1988485648
dimwishlist:item=496728945&perks=124408337,169755979,1988485648
dimwishlist:item=496728945&perks=1171887445,2848615171,1988485648
dimwishlist:item=496728945&perks=1171887445,169755979,1988485648



//notes:Warden's Law - Rank 19, Tier B by TheAegisRelic __ Column 1: Demolitionist, Enlightened Action __ Column 2: Vorpal Weapon, Frenzy __ Origin Trait: Stunning Recovery
dimwishlist:item=233423981&perks=3523296417,1546637391,1281216113
dimwishlist:item=233423981&perks=3523296417,3418165135,1281216113
dimwishlist:item=233423981&perks=1906147653,1546637391,1281216113
dimwishlist:item=233423981&perks=1906147653,3418165135,1281216113
dimwishlist:item=233423981&perks=3523296417,4104185692,1281216113
dimwishlist:item=233423981&perks=3523296417,3007133316,1281216113
dimwishlist:item=233423981&perks=1906147653,4104185692,1281216113
dimwishlist:item=233423981&perks=1906147653,3007133316,1281216113
dimwishlist:item=233423981&perks=777589557,1546637391,1281216113
dimwishlist:item=233423981&perks=777589557,3418165135,1281216113
dimwishlist:item=233423981&perks=1771736209,1546637391,1281216113
dimwishlist:item=233423981&perks=1771736209,3418165135,1281216113
dimwishlist:item=233423981&perks=777589557,4104185692,1281216113
dimwishlist:item=233423981&perks=777589557,3007133316,1281216113
dimwishlist:item=233423981&perks=1771736209,4104185692,1281216113
dimwishlist:item=233423981&perks=1771736209,3007133316,1281216113
dimwishlist:item=267089201&perks=3523296417,1546637391,1281216113
dimwishlist:item=267089201&perks=3523296417,3418165135,1281216113
dimwishlist:item=267089201&perks=1906147653,1546637391,1281216113
dimwishlist:item=267089201&perks=1906147653,3418165135,1281216113
dimwishlist:item=267089201&perks=3523296417,4104185692,1281216113
dimwishlist:item=267089201&perks=3523296417,3007133316,1281216113
dimwishlist:item=267089201&perks=1906147653,4104185692,1281216113
dimwishlist:item=267089201&perks=1906147653,3007133316,1281216113
dimwishlist:item=267089201&perks=777589557,1546637391,1281216113
dimwishlist:item=267089201&perks=777589557,3418165135,1281216113
dimwishlist:item=267089201&perks=1771736209,1546637391,1281216113
dimwishlist:item=267089201&perks=1771736209,3418165135,1281216113
dimwishlist:item=267089201&perks=777589557,4104185692,1281216113
dimwishlist:item=267089201&perks=777589557,3007133316,1281216113
dimwishlist:item=267089201&perks=1771736209,4104185692,1281216113
dimwishlist:item=267089201&perks=1771736209,3007133316,1281216113
dimwishlist:item=1821529912&perks=3523296417,1546637391,1281216113
dimwishlist:item=1821529912&perks=3523296417,3418165135,1281216113
dimwishlist:item=1821529912&perks=1906147653,1546637391,1281216113
dimwishlist:item=1821529912&perks=1906147653,3418165135,1281216113
dimwishlist:item=1821529912&perks=3523296417,4104185692,1281216113
dimwishlist:item=1821529912&perks=3523296417,3007133316,1281216113
dimwishlist:item=1821529912&perks=1906147653,4104185692,1281216113
dimwishlist:item=1821529912&perks=1906147653,3007133316,1281216113
dimwishlist:item=1821529912&perks=777589557,1546637391,1281216113
dimwishlist:item=1821529912&perks=777589557,3418165135,1281216113
dimwishlist:item=1821529912&perks=1771736209,1546637391,1281216113
dimwishlist:item=1821529912&perks=1771736209,3418165135,1281216113
dimwishlist:item=1821529912&perks=777589557,4104185692,1281216113
dimwishlist:item=1821529912&perks=777589557,3007133316,1281216113
dimwishlist:item=1821529912&perks=1771736209,4104185692,1281216113
dimwishlist:item=1821529912&perks=1771736209,3007133316,1281216113
dimwishlist:item=2152484073&perks=3523296417,1546637391,1281216113
dimwishlist:item=2152484073&perks=3523296417,3418165135,1281216113
dimwishlist:item=2152484073&perks=1906147653,1546637391,1281216113
dimwishlist:item=2152484073&perks=1906147653,3418165135,1281216113
dimwishlist:item=2152484073&perks=3523296417,4104185692,1281216113
dimwishlist:item=2152484073&perks=3523296417,3007133316,1281216113
dimwishlist:item=2152484073&perks=1906147653,4104185692,1281216113
dimwishlist:item=2152484073&perks=1906147653,3007133316,1281216113
dimwishlist:item=2152484073&perks=777589557,1546637391,1281216113
dimwishlist:item=2152484073&perks=777589557,3418165135,1281216113
dimwishlist:item=2152484073&perks=1771736209,1546637391,1281216113
dimwishlist:item=2152484073&perks=1771736209,3418165135,1281216113
dimwishlist:item=2152484073&perks=777589557,4104185692,1281216113
dimwishlist:item=2152484073&perks=777589557,3007133316,1281216113
dimwishlist:item=2152484073&perks=1771736209,4104185692,1281216113
dimwishlist:item=2152484073&perks=1771736209,3007133316,1281216113
dimwishlist:item=3250744600&perks=3523296417,1546637391,1281216113
dimwishlist:item=3250744600&perks=3523296417,3418165135,1281216113
dimwishlist:item=3250744600&perks=1906147653,1546637391,1281216113
dimwishlist:item=3250744600&perks=1906147653,3418165135,1281216113
dimwishlist:item=3250744600&perks=3523296417,4104185692,1281216113
dimwishlist:item=3250744600&perks=3523296417,3007133316,1281216113
dimwishlist:item=3250744600&perks=1906147653,4104185692,1281216113
dimwishlist:item=3250744600&perks=1906147653,3007133316,1281216113
dimwishlist:item=3250744600&perks=777589557,1546637391,1281216113
dimwishlist:item=3250744600&perks=777589557,3418165135,1281216113
dimwishlist:item=3250744600&perks=1771736209,1546637391,1281216113
dimwishlist:item=3250744600&perks=1771736209,3418165135,1281216113
dimwishlist:item=3250744600&perks=777589557,4104185692,1281216113
dimwishlist:item=3250744600&perks=777589557,3007133316,1281216113
dimwishlist:item=3250744600&perks=1771736209,4104185692,1281216113
dimwishlist:item=3250744600&perks=1771736209,3007133316,1281216113



//notes:Vulpecula - Rank 20, Tier B by TheAegisRelic __ Column 1: Shoot to Loot __ Column 2: Explosive Payload, Headstone __ Origin Trait: None
dimwishlist:item=1622998472&perks=3700496672,3038247973
dimwishlist:item=1622998472&perks=3700496672,64866129
dimwishlist:item=1622998472&perks=2840833776,3038247973
dimwishlist:item=1622998472&perks=2840833776,64866129
dimwishlist:item=1622998472&perks=3700496672,124408337
dimwishlist:item=1622998472&perks=3700496672,1171887445
dimwishlist:item=1622998472&perks=2840833776,124408337
dimwishlist:item=1622998472&perks=2840833776,1171887445



//notes:Epochal Integration - Rank 21, Tier C by TheAegisRelic __ Column 1: Stats for All __ Column 2: Incandescent __ Origin Trait: Nanotech Tracer Rockets
dimwishlist:item=1123421440&perks=1583705720,4293542123,164468655
dimwishlist:item=1123421440&perks=1583705720,2675184851,164468655
dimwishlist:item=1123421440&perks=1409206216,4293542123,164468655
dimwishlist:item=1123421440&perks=1409206216,2675184851,164468655



//notes:Trust - Rank 22, Tier C by TheAegisRelic __ Column 1: Rapid Hit, Stats for All __ Column 2: Incandescent, Dragonfly, Explosive Payload __ Origin Trait: Gun and Run
dimwishlist:item=1392919471&perks=247725512,4293542123,515704826
dimwishlist:item=1392919471&perks=247725512,2675184851,515704826
dimwishlist:item=1392919471&perks=2938480696,4293542123,515704826
dimwishlist:item=1392919471&perks=2938480696,2675184851,515704826
dimwishlist:item=1392919471&perks=247725512,2848615171,515704826
dimwishlist:item=1392919471&perks=247725512,169755979,515704826
dimwishlist:item=1392919471&perks=2938480696,2848615171,515704826
dimwishlist:item=1392919471&perks=2938480696,169755979,515704826
dimwishlist:item=1392919471&perks=247725512,3038247973,515704826
dimwishlist:item=1392919471&perks=247725512,64866129,515704826
dimwishlist:item=1392919471&perks=2938480696,3038247973,515704826
dimwishlist:item=1392919471&perks=2938480696,64866129,515704826
dimwishlist:item=1392919471&perks=1583705720,4293542123,515704826
dimwishlist:item=1392919471&perks=1583705720,2675184851,515704826
dimwishlist:item=1392919471&perks=1409206216,4293542123,515704826
dimwishlist:item=1392919471&perks=1409206216,2675184851,515704826
dimwishlist:item=1392919471&perks=1583705720,2848615171,515704826
dimwishlist:item=1392919471&perks=1583705720,169755979,515704826
dimwishlist:item=1392919471&perks=1409206216,2848615171,515704826
dimwishlist:item=1392919471&perks=1409206216,169755979,515704826
dimwishlist:item=1392919471&perks=1583705720,3038247973,515704826
dimwishlist:item=1392919471&perks=1583705720,64866129,515704826
dimwishlist:item=1392919471&perks=1409206216,3038247973,515704826
dimwishlist:item=1392919471&perks=1409206216,64866129,515704826
dimwishlist:item=2850664015&perks=247725512,4293542123,515704826
dimwishlist:item=2850664015&perks=247725512,2675184851,515704826
dimwishlist:item=2850664015&perks=2938480696,4293542123,515704826
dimwishlist:item=2850664015&perks=2938480696,2675184851,515704826
dimwishlist:item=2850664015&perks=247725512,2848615171,515704826
dimwishlist:item=2850664015&perks=247725512,169755979,515704826
dimwishlist:item=2850664015&perks=2938480696,2848615171,515704826
dimwishlist:item=2850664015&perks=2938480696,169755979,515704826
dimwishlist:item=2850664015&perks=247725512,3038247973,515704826
dimwishlist:item=2850664015&perks=247725512,64866129,515704826
dimwishlist:item=2850664015&perks=2938480696,3038247973,515704826
dimwishlist:item=2850664015&perks=2938480696,64866129,515704826
dimwishlist:item=2850664015&perks=1583705720,4293542123,515704826
dimwishlist:item=2850664015&perks=1583705720,2675184851,515704826
dimwishlist:item=2850664015&perks=1409206216,4293542123,515704826
dimwishlist:item=2850664015&perks=1409206216,2675184851,515704826
dimwishlist:item=2850664015&perks=1583705720,2848615171,515704826
dimwishlist:item=2850664015&perks=1583705720,169755979,515704826
dimwishlist:item=2850664015&perks=1409206216,2848615171,515704826
dimwishlist:item=2850664015&perks=1409206216,169755979,515704826
dimwishlist:item=2850664015&perks=1583705720,3038247973,515704826
dimwishlist:item=2850664015&perks=1583705720,64866129,515704826
dimwishlist:item=2850664015&perks=1409206216,3038247973,515704826
dimwishlist:item=2850664015&perks=1409206216,64866129,515704826
dimwishlist:item=4077196130&perks=247725512,4293542123,515704826
dimwishlist:item=4077196130&perks=247725512,2675184851,515704826
dimwishlist:item=4077196130&perks=2938480696,4293542123,515704826
dimwishlist:item=4077196130&perks=2938480696,2675184851,515704826
dimwishlist:item=4077196130&perks=247725512,2848615171,515704826
dimwishlist:item=4077196130&perks=247725512,169755979,515704826
dimwishlist:item=4077196130&perks=2938480696,2848615171,515704826
dimwishlist:item=4077196130&perks=2938480696,169755979,515704826
dimwishlist:item=4077196130&perks=247725512,3038247973,515704826
dimwishlist:item=4077196130&perks=247725512,64866129,515704826
dimwishlist:item=4077196130&perks=2938480696,3038247973,515704826
dimwishlist:item=4077196130&perks=2938480696,64866129,515704826
dimwishlist:item=4077196130&perks=1583705720,4293542123,515704826
dimwishlist:item=4077196130&perks=1583705720,2675184851,515704826
dimwishlist:item=4077196130&perks=1409206216,4293542123,515704826
dimwishlist:item=4077196130&perks=1409206216,2675184851,515704826
dimwishlist:item=4077196130&perks=1583705720,2848615171,515704826
dimwishlist:item=4077196130&perks=1583705720,169755979,515704826
dimwishlist:item=4077196130&perks=1409206216,2848615171,515704826
dimwishlist:item=4077196130&perks=1409206216,169755979,515704826
dimwishlist:item=4077196130&perks=1583705720,3038247973,515704826
dimwishlist:item=4077196130&perks=1583705720,64866129,515704826
dimwishlist:item=4077196130&perks=1409206216,3038247973,515704826
dimwishlist:item=4077196130&perks=1409206216,64866129,515704826



//notes:Exuviae - Rank 24, Tier C by TheAegisRelic __ Column 1: Stats for All, Rimestealer __ Column 2: Headstone, Explosive Payload __ Origin Trait: Dark Ether Reaper
dimwishlist:item=2823644677&perks=1583705720,124408337,2041432007
dimwishlist:item=2823644677&perks=1583705720,1171887445,2041432007
dimwishlist:item=2823644677&perks=1409206216,124408337,2041432007
dimwishlist:item=2823644677&perks=1409206216,1171887445,2041432007
dimwishlist:item=2823644677&perks=1583705720,3038247973,2041432007
dimwishlist:item=2823644677&perks=1583705720,64866129,2041432007
dimwishlist:item=2823644677&perks=1409206216,3038247973,2041432007
dimwishlist:item=2823644677&perks=1409206216,64866129,2041432007
dimwishlist:item=2823644677&perks=1955165503,124408337,2041432007
dimwishlist:item=2823644677&perks=1955165503,1171887445,2041432007
dimwishlist:item=2823644677&perks=2617553311,124408337,2041432007
dimwishlist:item=2823644677&perks=2617553311,1171887445,2041432007
dimwishlist:item=2823644677&perks=1955165503,3038247973,2041432007
dimwishlist:item=2823644677&perks=1955165503,64866129,2041432007
dimwishlist:item=2823644677&perks=2617553311,3038247973,2041432007
dimwishlist:item=2823644677&perks=2617553311,64866129,2041432007



//notes:Waking Vigil - Rank 23, Tier C by TheAegisRelic __ Column 1: Rapid Hit, Shoot to Loot __ Column 2: Voltshot, Dragonfly __ Origin Trait: Advanced Reflexes
dimwishlist:item=334171687&perks=247725512,2173046394,930692523
dimwishlist:item=334171687&perks=247725512,1720528630,930692523
dimwishlist:item=334171687&perks=2938480696,2173046394,930692523
dimwishlist:item=334171687&perks=2938480696,1720528630,930692523
dimwishlist:item=334171687&perks=247725512,2848615171,930692523
dimwishlist:item=334171687&perks=247725512,169755979,930692523
dimwishlist:item=334171687&perks=2938480696,2848615171,930692523
dimwishlist:item=334171687&perks=2938480696,169755979,930692523
dimwishlist:item=334171687&perks=3700496672,2173046394,930692523
dimwishlist:item=334171687&perks=3700496672,1720528630,930692523
dimwishlist:item=334171687&perks=2840833776,2173046394,930692523
dimwishlist:item=334171687&perks=2840833776,1720528630,930692523
dimwishlist:item=334171687&perks=3700496672,2848615171,930692523
dimwishlist:item=334171687&perks=3700496672,169755979,930692523
dimwishlist:item=334171687&perks=2840833776,2848615171,930692523
dimwishlist:item=334171687&perks=2840833776,169755979,930692523
dimwishlist:item=3723679465&perks=247725512,2173046394,930692523
dimwishlist:item=3723679465&perks=247725512,1720528630,930692523
dimwishlist:item=3723679465&perks=2938480696,2173046394,930692523
dimwishlist:item=3723679465&perks=2938480696,1720528630,930692523
dimwishlist:item=3723679465&perks=247725512,2848615171,930692523
dimwishlist:item=3723679465&perks=247725512,169755979,930692523
dimwishlist:item=3723679465&perks=2938480696,2848615171,930692523
dimwishlist:item=3723679465&perks=2938480696,169755979,930692523
dimwishlist:item=3723679465&perks=3700496672,2173046394,930692523
dimwishlist:item=3723679465&perks=3700496672,1720528630,930692523
