// SMGs - 2025-09-13T18:16:27.959Z
//notes:Multimach CCX - Rank 1, Tier S by TheAegisRelic __ Column 1: Attrition Orbs __ Column 2: Kinetic Tremors, Frenzy __ Origin Trait: Field-Tested
dimwishlist:item=3951511045&perks=777589557,102912326,1878756191
dimwishlist:item=3951511045&perks=1771736209,831391274,1878756191
dimwishlist:item=3951511045&perks=1771736209,102912326,1878756191



//notes:No Survivors __ RotN version - Rank 8, Tier A by TheAegisRelic __ Column 1: Heal Clip, Attrition Orbs, Demolitionist __ Column 2: Incandescent __ Origin Trait: Gravity Well
dimwishlist:item=189194532&perks=3017780555,4293542123,59871045
dimwishlist:item=189194532&perks=3017780555,2675184851,59871045
dimwishlist:item=189194532&perks=4223976499,4293542123,59871045
dimwishlist:item=189194532&perks=4223976499,2675184851,59871045
dimwishlist:item=189194532&perks=243981275,4293542123,59871045
dimwishlist:item=189194532&perks=243981275,2675184851,59871045
dimwishlist:item=189194532&perks=984655331,4293542123,59871045
dimwishlist:item=189194532&perks=984655331,2675184851,59871045
dimwishlist:item=189194532&perks=3523296417,4293542123,59871045
dimwishlist:item=189194532&perks=3523296417,2675184851,59871045
dimwishlist:item=189194532&perks=1906147653,4293542123,59871045
dimwishlist:item=189194532&perks=1906147653,2675184851,59871045
dimwishlist:item=1157220231&perks=3017780555,4293542123,59871045
dimwishlist:item=1157220231&perks=3017780555,2675184851,59871045
dimwishlist:item=1157220231&perks=4223976499,4293542123,59871045
dimwishlist:item=1157220231&perks=4223976499,2675184851,59871045
dimwishlist:item=1157220231&perks=243981275,4293542123,59871045
dimwishlist:item=1157220231&perks=243981275,2675184851,59871045
dimwishlist:item=1157220231&perks=984655331,4293542123,59871045
dimwishlist:item=1157220231&perks=984655331,2675184851,59871045
dimwishlist:item=1157220231&perks=3523296417,4293542123,59871045
dimwishlist:item=1157220231&perks=3523296417,2675184851,59871045
dimwishlist:item=1157220231&perks=1906147653,4293542123,59871045
dimwishlist:item=1157220231&perks=1906147653,2675184851,59871045
dimwishlist:item=3262192268&perks=3017780555,4293542123,59871045
dimwishlist:item=3262192268&perks=3017780555,2675184851,59871045
dimwishlist:item=3262192268&perks=4223976499,4293542123,59871045
dimwishlist:item=3262192268&perks=4223976499,2675184851,59871045
dimwishlist:item=3262192268&perks=243981275,4293542123,59871045
dimwishlist:item=3262192268&perks=243981275,2675184851,59871045
dimwishlist:item=3262192268&perks=984655331,4293542123,59871045
dimwishlist:item=3262192268&perks=984655331,2675184851,59871045
dimwishlist:item=3262192268&perks=3523296417,4293542123,59871045
dimwishlist:item=3262192268&perks=3523296417,2675184851,59871045
dimwishlist:item=3262192268&perks=1906147653,4293542123,59871045
dimwishlist:item=3262192268&perks=1906147653,2675184851,59871045
dimwishlist:item=4193602194&perks=3017780555,4293542123,59871045
dimwishlist:item=4193602194&perks=3017780555,2675184851,59871045
dimwishlist:item=4193602194&perks=4223976499,4293542123,59871045
dimwishlist:item=4193602194&perks=4223976499,2675184851,59871045
dimwishlist:item=4193602194&perks=243981275,4293542123,59871045
dimwishlist:item=4193602194&perks=243981275,2675184851,59871045
dimwishlist:item=4193602194&perks=984655331,4293542123,59871045
dimwishlist:item=4193602194&perks=984655331,2675184851,59871045
dimwishlist:item=4193602194&perks=3523296417,4293542123,59871045
dimwishlist:item=4193602194&perks=3523296417,2675184851,59871045
dimwishlist:item=4193602194&perks=1906147653,4293542123,59871045
dimwishlist:item=4193602194&perks=1906147653,2675184851,59871045
dimwishlist:item=4228149269&perks=3017780555,4293542123,59871045
dimwishlist:item=4228149269&perks=3017780555,2675184851,59871045
dimwishlist:item=4228149269&perks=4223976499,4293542123,59871045
dimwishlist:item=4228149269&perks=4223976499,2675184851,59871045
dimwishlist:item=4228149269&perks=243981275,4293542123,59871045
dimwishlist:item=4228149269&perks=243981275,2675184851,59871045
dimwishlist:item=4228149269&perks=984655331,4293542123,59871045
dimwishlist:item=4228149269&perks=984655331,2675184851,59871045
dimwishlist:item=4228149269&perks=3523296417,4293542123,59871045
dimwishlist:item=4228149269&perks=3523296417,2675184851,59871045
dimwishlist:item=4228149269&perks=1906147653,4293542123,59871045
dimwishlist:item=4228149269&perks=1906147653,2675184851,59871045



//notes:Antedate - Rank 9, Tier A by TheAegisRelic __ Column 1: Dragonfly, Rewind Rounds, Rolling Storm __ Column 2: Jolting Feedback, Target Lock, Desperate Measures __ Origin Trait: Frame of Reference
dimwishlist:item=1435808083&perks=2848615171,3966416502,2597494435
dimwishlist:item=1435808083&perks=2848615171,717070634,2597494435
dimwishlist:item=1435808083&perks=169755979,3966416502,2597494435
dimwishlist:item=1435808083&perks=169755979,717070634,2597494435
dimwishlist:item=1435808083&perks=2848615171,365154968,2597494435
dimwishlist:item=1435808083&perks=2848615171,2939589096,2597494435
dimwishlist:item=1435808083&perks=169755979,365154968,2597494435
dimwishlist:item=1435808083&perks=169755979,2939589096,2597494435
dimwishlist:item=1435808083&perks=2848615171,2109543898,2597494435
dimwishlist:item=1435808083&perks=2848615171,2799030358,2597494435
dimwishlist:item=1435808083&perks=169755979,2109543898,2597494435
dimwishlist:item=1435808083&perks=169755979,2799030358,2597494435
dimwishlist:item=1435808083&perks=2578928832,3966416502,2597494435
dimwishlist:item=1435808083&perks=2578928832,717070634,2597494435
dimwishlist:item=1435808083&perks=1563455254,3966416502,2597494435
dimwishlist:item=1435808083&perks=1563455254,717070634,2597494435
dimwishlist:item=1435808083&perks=2578928832,365154968,2597494435
dimwishlist:item=1435808083&perks=2578928832,2939589096,2597494435
dimwishlist:item=1435808083&perks=1563455254,365154968,2597494435
dimwishlist:item=1435808083&perks=1563455254,2939589096,2597494435
dimwishlist:item=1435808083&perks=2578928832,2109543898,2597494435
dimwishlist:item=1435808083&perks=2578928832,2799030358,2597494435
dimwishlist:item=1435808083&perks=1563455254,2109543898,2597494435
dimwishlist:item=1435808083&perks=1563455254,2799030358,2597494435
dimwishlist:item=1435808083&perks=3218042543,3966416502,2597494435
dimwishlist:item=1435808083&perks=3218042543,717070634,2597494435
dimwishlist:item=1435808083&perks=2633604463,3966416502,2597494435
dimwishlist:item=1435808083&perks=2633604463,717070634,2597494435
dimwishlist:item=1435808083&perks=3218042543,365154968,2597494435
dimwishlist:item=1435808083&perks=3218042543,2939589096,2597494435
dimwishlist:item=1435808083&perks=2633604463,365154968,2597494435
dimwishlist:item=1435808083&perks=2633604463,2939589096,2597494435
dimwishlist:item=1435808083&perks=3218042543,2109543898,2597494435
dimwishlist:item=1435808083&perks=3218042543,2799030358,2597494435
dimwishlist:item=1435808083&perks=2633604463,2109543898,2597494435
dimwishlist:item=1435808083&perks=2633604463,2799030358,2597494435



//notes:Shayura's Wrath - Rank 10, Tier A by TheAegisRelic __ Column 1: Repulsor Brace, Discord __ Column 2: Destabilizing Rounds __ Origin Trait: One Quiet Moment
dimwishlist:item=501345268&perks=776531651,2048641572,4091460919
dimwishlist:item=501345268&perks=776531651,1926441324,4091460919
dimwishlist:item=501345268&perks=2541826827,2048641572,4091460919
dimwishlist:item=501345268&perks=2541826827,1926441324,4091460919
dimwishlist:item=501345268&perks=3978468247,2048641572,4091460919
dimwishlist:item=501345268&perks=3978468247,1926441324,4091460919
dimwishlist:item=501345268&perks=906981559,2048641572,4091460919
dimwishlist:item=501345268&perks=906981559,1926441324,4091460919
dimwishlist:item=2022294213&perks=776531651,2048641572,4091460919
dimwishlist:item=2022294213&perks=776531651,1926441324,4091460919
dimwishlist:item=2022294213&perks=2541826827,2048641572,4091460919
dimwishlist:item=2022294213&perks=2541826827,1926441324,4091460919
dimwishlist:item=2022294213&perks=3978468247,2048641572,4091460919
dimwishlist:item=2022294213&perks=3978468247,1926441324,4091460919
dimwishlist:item=2022294213&perks=906981559,2048641572,4091460919
dimwishlist:item=2022294213&perks=906981559,1926441324,4091460919
dimwishlist:item=3682803680&perks=776531651,2048641572,4091460919
dimwishlist:item=3682803680&perks=776531651,1926441324,4091460919
dimwishlist:item=3682803680&perks=2541826827,2048641572,4091460919
dimwishlist:item=3682803680&perks=2541826827,1926441324,4091460919
dimwishlist:item=3682803680&perks=3978468247,2048641572,4091460919
dimwishlist:item=3682803680&perks=3978468247,1926441324,4091460919
dimwishlist:item=3682803680&perks=906981559,2048641572,4091460919
dimwishlist:item=3682803680&perks=906981559,1926441324,4091460919
dimwishlist:item=4023807721&perks=776531651,2048641572,4091460919
dimwishlist:item=4023807721&perks=776531651,1926441324,4091460919
dimwishlist:item=4023807721&perks=2541826827,2048641572,4091460919
dimwishlist:item=4023807721&perks=2541826827,1926441324,4091460919
dimwishlist:item=4023807721&perks=3978468247,2048641572,4091460919
dimwishlist:item=4023807721&perks=3978468247,1926441324,4091460919
dimwishlist:item=4023807721&perks=906981559,2048641572,4091460919
dimwishlist:item=4023807721&perks=906981559,1926441324,4091460919



//notes:Noxious Vetiver - Rank 11, Tier A by TheAegisRelic __ Column 1: Attrition Orbs, Loose Change, Pugilist __ Column 2: Jolting Feedback __ Origin Trait: Dark Ether Reaper
dimwishlist:item=825495813&perks=243981275,3966416502,2041432007
dimwishlist:item=825495813&perks=243981275,717070634,2041432007
dimwishlist:item=825495813&perks=984655331,3966416502,2041432007
dimwishlist:item=825495813&perks=984655331,717070634,2041432007
dimwishlist:item=825495813&perks=1119449540,3966416502,2041432007
dimwishlist:item=825495813&perks=1119449540,717070634,2041432007
dimwishlist:item=825495813&perks=561986700,3966416502,2041432007
dimwishlist:item=825495813&perks=561986700,717070634,2041432007
dimwishlist:item=825495813&perks=691659142,3966416502,2041432007
dimwishlist:item=825495813&perks=691659142,717070634,2041432007
dimwishlist:item=825495813&perks=536173722,3966416502,2041432007
dimwishlist:item=825495813&perks=536173722,717070634,2041432007



//notes:Subjunctive - Rank 12, Tier B by TheAegisRelic __ Column 1: Threat Detector, Stats for All, Shoot to Loot __ Column 2: Voltshot, Attrition Orbs __ Origin Trait: Nano-Munitions
dimwishlist:item=1447836603&perks=4071163871,2173046394,19542588
dimwishlist:item=1447836603&perks=4071163871,1720528630,19542588
dimwishlist:item=1447836603&perks=494941759,2173046394,19542588
dimwishlist:item=1447836603&perks=494941759,1720528630,19542588
dimwishlist:item=1447836603&perks=4071163871,243981275,19542588
dimwishlist:item=1447836603&perks=4071163871,984655331,19542588
dimwishlist:item=1447836603&perks=494941759,243981275,19542588
dimwishlist:item=1447836603&perks=494941759,984655331,19542588
dimwishlist:item=1447836603&perks=1583705720,2173046394,19542588
dimwishlist:item=1447836603&perks=1583705720,1720528630,19542588
dimwishlist:item=1447836603&perks=1409206216,2173046394,19542588
dimwishlist:item=1447836603&perks=1409206216,1720528630,19542588
dimwishlist:item=1447836603&perks=1583705720,243981275,19542588
dimwishlist:item=1447836603&perks=1583705720,984655331,19542588
dimwishlist:item=1447836603&perks=1409206216,243981275,19542588
dimwishlist:item=1447836603&perks=1409206216,984655331,19542588
dimwishlist:item=1447836603&perks=3700496672,2173046394,19542588
dimwishlist:item=1447836603&perks=3700496672,1720528630,19542588
dimwishlist:item=1447836603&perks=2840833776,2173046394,19542588
dimwishlist:item=1447836603&perks=2840833776,1720528630,19542588
dimwishlist:item=1447836603&perks=3700496672,243981275,19542588
dimwishlist:item=1447836603&perks=3700496672,984655331,19542588
dimwishlist:item=1447836603&perks=2840833776,243981275,19542588
dimwishlist:item=1447836603&perks=2840833776,984655331,19542588
dimwishlist:item=2663204025&perks=4071163871,2173046394,19542588
dimwishlist:item=2663204025&perks=4071163871,1720528630,19542588
dimwishlist:item=2663204025&perks=494941759,2173046394,19542588
dimwishlist:item=2663204025&perks=494941759,1720528630,19542588
dimwishlist:item=2663204025&perks=4071163871,243981275,19542588
dimwishlist:item=2663204025&perks=4071163871,984655331,19542588
dimwishlist:item=2663204025&perks=494941759,243981275,19542588
dimwishlist:item=2663204025&perks=494941759,984655331,19542588
dimwishlist:item=2663204025&perks=1583705720,2173046394,19542588
dimwishlist:item=2663204025&perks=1583705720,1720528630,19542588
dimwishlist:item=2663204025&perks=1409206216,2173046394,19542588
dimwishlist:item=2663204025&perks=1409206216,1720528630,19542588
dimwishlist:item=2663204025&perks=1583705720,243981275,19542588
dimwishlist:item=2663204025&perks=1583705720,984655331,19542588
dimwishlist:item=2663204025&perks=1409206216,243981275,19542588
dimwishlist:item=2663204025&perks=1409206216,984655331,19542588
dimwishlist:item=2663204025&perks=3700496672,2173046394,19542588
dimwishlist:item=2663204025&perks=3700496672,1720528630,19542588
dimwishlist:item=2663204025&perks=2840833776,2173046394,19542588
dimwishlist:item=2663204025&perks=2840833776,1720528630,19542588
dimwishlist:item=2663204025&perks=3700496672,243981275,19542588
dimwishlist:item=2663204025&perks=3700496672,984655331,19542588
dimwishlist:item=2663204025&perks=2840833776,243981275,19542588
dimwishlist:item=2663204025&perks=2840833776,984655331,19542588



//notes:IKELOS_SMG_V1.0.3 - Rank 13, Tier B by TheAegisRelic __ Column 1: Threat Detector, Shoot to Loot, Feeding Frenzy __ Column 2: Voltshot, Surrounded __ Origin Trait: Rasputin's Arsenal
dimwishlist:item=2149683300&perks=4071163871,2173046394,566815328
dimwishlist:item=2149683300&perks=4071163871,1720528630,566815328
dimwishlist:item=2149683300&perks=494941759,2173046394,566815328
dimwishlist:item=2149683300&perks=494941759,1720528630,566815328
dimwishlist:item=2149683300&perks=4071163871,3708227201,566815328
dimwishlist:item=2149683300&perks=4071163871,781192741,566815328
dimwishlist:item=2149683300&perks=494941759,3708227201,566815328
dimwishlist:item=2149683300&perks=494941759,781192741,566815328
dimwishlist:item=2149683300&perks=3700496672,2173046394,566815328
dimwishlist:item=2149683300&perks=3700496672,1720528630,566815328
dimwishlist:item=2149683300&perks=2840833776,2173046394,566815328
dimwishlist:item=2149683300&perks=2840833776,1720528630,566815328
dimwishlist:item=2149683300&perks=3700496672,3708227201,566815328
dimwishlist:item=2149683300&perks=3700496672,781192741,566815328
dimwishlist:item=2149683300&perks=2840833776,3708227201,566815328
dimwishlist:item=2149683300&perks=2840833776,781192741,566815328
dimwishlist:item=2149683300&perks=2779035018,2173046394,566815328
dimwishlist:item=2149683300&perks=2779035018,1720528630,566815328
dimwishlist:item=2149683300&perks=1171147302,2173046394,566815328
dimwishlist:item=2149683300&perks=1171147302,1720528630,566815328
dimwishlist:item=2149683300&perks=2779035018,3708227201,566815328
dimwishlist:item=2149683300&perks=2779035018,781192741,566815328
dimwishlist:item=2149683300&perks=1171147302,3708227201,566815328
dimwishlist:item=2149683300&perks=1171147302,781192741,566815328



//notes:No Survivors - Rank 14, Tier B by TheAegisRelic __ Column 1: Demolitionist __ Column 2: Incandescent __ Origin Trait: Restoration Ritual
dimwishlist:item=189194532&perks=3523296417,4293542123,398661035
dimwishlist:item=189194532&perks=3523296417,2675184851,398661035
dimwishlist:item=189194532&perks=1906147653,4293542123,398661035
dimwishlist:item=189194532&perks=1906147653,2675184851,398661035
dimwishlist:item=1157220231&perks=3523296417,4293542123,398661035
dimwishlist:item=1157220231&perks=3523296417,2675184851,398661035
dimwishlist:item=1157220231&perks=1906147653,4293542123,398661035
dimwishlist:item=1157220231&perks=1906147653,2675184851,398661035
dimwishlist:item=3262192268&perks=3523296417,4293542123,398661035
dimwishlist:item=3262192268&perks=3523296417,2675184851,398661035
dimwishlist:item=3262192268&perks=1906147653,4293542123,398661035
dimwishlist:item=3262192268&perks=1906147653,2675184851,398661035
dimwishlist:item=4193602194&perks=3523296417,4293542123,398661035
dimwishlist:item=4193602194&perks=3523296417,2675184851,398661035
dimwishlist:item=4193602194&perks=1906147653,4293542123,398661035
dimwishlist:item=4193602194&perks=1906147653,2675184851,398661035
dimwishlist:item=4228149269&perks=3523296417,4293542123,398661035
dimwishlist:item=4228149269&perks=3523296417,2675184851,398661035
dimwishlist:item=4228149269&perks=1906147653,4293542123,398661035
dimwishlist:item=4228149269&perks=1906147653,2675184851,398661035



//notes:CALUS Mini-Tool - Rank 15, Tier B by TheAegisRelic __ Column 1: Threat Detector, Grave Robber, Unrelenting __ Column 2: Incandescent, Surrounded __ Origin Trait: To Excess
dimwishlist:item=174192097&perks=4071163871,4293542123,1905044254
dimwishlist:item=174192097&perks=4071163871,2675184851,1905044254
dimwishlist:item=174192097&perks=494941759,4293542123,1905044254
dimwishlist:item=174192097&perks=494941759,2675184851,1905044254
dimwishlist:item=174192097&perks=4071163871,3708227201,1905044254
dimwishlist:item=174192097&perks=4071163871,781192741,1905044254
dimwishlist:item=174192097&perks=494941759,3708227201,1905044254
dimwishlist:item=174192097&perks=494941759,781192741,1905044254
dimwishlist:item=174192097&perks=1631667848,4293542123,1905044254
dimwishlist:item=174192097&perks=1631667848,2675184851,1905044254
dimwishlist:item=174192097&perks=402033656,4293542123,1905044254
dimwishlist:item=174192097&perks=402033656,2675184851,1905044254
dimwishlist:item=174192097&perks=1631667848,3708227201,1905044254
dimwishlist:item=174192097&perks=1631667848,781192741,1905044254
dimwishlist:item=174192097&perks=402033656,3708227201,1905044254
dimwishlist:item=174192097&perks=402033656,781192741,1905044254
dimwishlist:item=174192097&perks=3108830275,4293542123,1905044254
dimwishlist:item=174192097&perks=3108830275,2675184851,1905044254
dimwishlist:item=174192097&perks=855168139,4293542123,1905044254
dimwishlist:item=174192097&perks=855168139,2675184851,1905044254
dimwishlist:item=174192097&perks=3108830275,3708227201,1905044254
dimwishlist:item=174192097&perks=3108830275,781192741,1905044254
dimwishlist:item=174192097&perks=855168139,3708227201,1905044254
dimwishlist:item=174192097&perks=855168139,781192741,1905044254
dimwishlist:item=2490988246&perks=4071163871,4293542123,1905044254
dimwishlist:item=2490988246&perks=4071163871,2675184851,1905044254
dimwishlist:item=2490988246&perks=494941759,4293542123,1905044254
dimwishlist:item=2490988246&perks=494941759,2675184851,1905044254
dimwishlist:item=2490988246&perks=4071163871,3708227201,1905044254
dimwishlist:item=2490988246&perks=4071163871,781192741,1905044254
dimwishlist:item=2490988246&perks=494941759,3708227201,1905044254
dimwishlist:item=2490988246&perks=494941759,781192741,1905044254
dimwishlist:item=2490988246&perks=1631667848,4293542123,1905044254
dimwishlist:item=2490988246&perks=1631667848,2675184851,1905044254
dimwishlist:item=2490988246&perks=402033656,4293542123,1905044254
dimwishlist:item=2490988246&perks=402033656,2675184851,1905044254
dimwishlist:item=2490988246&perks=1631667848,3708227201,1905044254
dimwishlist:item=2490988246&perks=1631667848,781192741,1905044254
dimwishlist:item=2490988246&perks=402033656,3708227201,1905044254
dimwishlist:item=2490988246&perks=402033656,781192741,1905044254
dimwishlist:item=2490988246&perks=3108830275,4293542123,1905044254
dimwishlist:item=2490988246&perks=3108830275,2675184851,1905044254
dimwishlist:item=2490988246&perks=855168139,4293542123,1905044254
dimwishlist:item=2490988246&perks=855168139,2675184851,1905044254
dimwishlist:item=2490988246&perks=3108830275,3708227201,1905044254
dimwishlist:item=2490988246&perks=3108830275,781192741,1905044254
dimwishlist:item=2490988246&perks=855168139,3708227201,1905044254
dimwishlist:item=2490988246&perks=855168139,781192741,1905044254



//notes:Seraphine Haze - Rank 16, Tier B by TheAegisRelic __ Column 1: Rimestealer, Lead from Light, Demolitionist __ Column 2: Crystalline Corpsebloom, Collective Pugilism, Attrition Orbs __ Origin Trait: Tenacity
dimwishlist:item=1524387902&perks=1955165503,2922950962,3911709647
dimwishlist:item=1524387902&perks=1955165503,2078520142,3911709647
dimwishlist:item=1524387902&perks=2617553311,2922950962,3911709647
dimwishlist:item=1524387902&perks=2617553311,2078520142,3911709647
dimwishlist:item=1524387902&perks=1955165503,1888882410,3911709647
dimwishlist:item=1524387902&perks=1955165503,3684445958,3911709647
dimwishlist:item=1524387902&perks=2617553311,1888882410,3911709647
dimwishlist:item=1524387902&perks=2617553311,3684445958,3911709647
dimwishlist:item=1524387902&perks=1955165503,243981275,3911709647
dimwishlist:item=1524387902&perks=1955165503,984655331,3911709647
dimwishlist:item=1524387902&perks=2617553311,243981275,3911709647
dimwishlist:item=1524387902&perks=2617553311,984655331,3911709647
dimwishlist:item=1524387902&perks=1570399071,2922950962,3911709647
dimwishlist:item=1524387902&perks=1570399071,2078520142,3911709647
dimwishlist:item=1524387902&perks=1661646271,2922950962,3911709647
dimwishlist:item=1524387902&perks=1661646271,2078520142,3911709647
dimwishlist:item=1524387902&perks=1570399071,1888882410,3911709647
dimwishlist:item=1524387902&perks=1570399071,3684445958,3911709647
dimwishlist:item=1524387902&perks=1661646271,1888882410,3911709647
dimwishlist:item=1524387902&perks=1661646271,3684445958,3911709647
dimwishlist:item=1524387902&perks=1570399071,243981275,3911709647
dimwishlist:item=1524387902&perks=1570399071,984655331,3911709647
dimwishlist:item=1524387902&perks=1661646271,243981275,3911709647
dimwishlist:item=1524387902&perks=1661646271,984655331,3911709647
dimwishlist:item=1524387902&perks=3523296417,2922950962,3911709647
dimwishlist:item=1524387902&perks=3523296417,2078520142,3911709647
dimwishlist:item=1524387902&perks=1906147653,2922950962,3911709647
dimwishlist:item=1524387902&perks=1906147653,2078520142,3911709647
dimwishlist:item=1524387902&perks=3523296417,1888882410,3911709647
dimwishlist:item=1524387902&perks=3523296417,3684445958,3911709647
dimwishlist:item=1524387902&perks=1906147653,1888882410,3911709647
dimwishlist:item=1524387902&perks=1906147653,3684445958,3911709647
dimwishlist:item=1524387902&perks=3523296417,243981275,3911709647
dimwishlist:item=1524387902&perks=3523296417,984655331,3911709647
dimwishlist:item=1524387902&perks=1906147653,243981275,3911709647
dimwishlist:item=1524387902&perks=1906147653,984655331,3911709647



//notes:The Hero's Burden - Rank 17, Tier B by TheAegisRelic __ Column 1: Feeding Frenzy __ Column 2: Destabilizing Rounds __ Origin Trait: Skulking Wolf
dimwishlist:item=1028124540&perks=2779035018,2048641572,3989629871
dimwishlist:item=1028124540&perks=2779035018,1926441324,3989629871
dimwishlist:item=1028124540&perks=1171147302,2048641572,3989629871
dimwishlist:item=1028124540&perks=1171147302,1926441324,3989629871
dimwishlist:item=1865351684&perks=2779035018,2048641572,3989629871
dimwishlist:item=1865351684&perks=2779035018,1926441324,3989629871
dimwishlist:item=1865351684&perks=1171147302,2048641572,3989629871
dimwishlist:item=1865351684&perks=1171147302,1926441324,3989629871
dimwishlist:item=2488587246&perks=2779035018,2048641572,3989629871
dimwishlist:item=2488587246&perks=2779035018,1926441324,3989629871
dimwishlist:item=2488587246&perks=1171147302,2048641572,3989629871
dimwishlist:item=2488587246&perks=1171147302,1926441324,3989629871
dimwishlist:item=2909905776&perks=2779035018,2048641572,3989629871
dimwishlist:item=2909905776&perks=2779035018,1926441324,3989629871
dimwishlist:item=2909905776&perks=1171147302,2048641572,3989629871
dimwishlist:item=2909905776&perks=1171147302,1926441324,3989629871



//notes:Bug-Out Bag - Rank 18, Tier B by TheAegisRelic __ Column 1: Threat Detector __ Column 2: Incandescent __ Origin Trait: Disaster Plan
dimwishlist:item=2744715540&perks=4071163871,4293542123,1004814308
dimwishlist:item=2744715540&perks=4071163871,2675184851,1004814308
dimwishlist:item=2744715540&perks=494941759,4293542123,1004814308
dimwishlist:item=2744715540&perks=494941759,2675184851,1004814308
dimwishlist:item=2832639510&perks=4071163871,4293542123,1004814308
dimwishlist:item=2832639510&perks=4071163871,2675184851,1004814308
dimwishlist:item=2832639510&perks=494941759,4293542123,1004814308
dimwishlist:item=2832639510&perks=494941759,2675184851,1004814308



//notes:The Showrunner - Rank 19, Tier C by TheAegisRelic __ Column 1: Grave Robber, Overflow __ Column 2: Kinetic Tremors, Swashbuckler __ Origin Trait: Vanguard's Vindication
dimwishlist:item=1200414607&perks=1631667848,3891536761,744217850
dimwishlist:item=1200414607&perks=1631667848,1549370717,744217850
dimwishlist:item=1200414607&perks=402033656,3891536761,744217850
dimwishlist:item=1200414607&perks=402033656,1549370717,744217850
dimwishlist:item=1200414607&perks=1631667848,4082225868,744217850
dimwishlist:item=1200414607&perks=1631667848,1161469972,744217850
dimwishlist:item=1200414607&perks=402033656,4082225868,744217850
dimwishlist:item=1200414607&perks=402033656,1161469972,744217850
dimwishlist:item=1200414607&perks=3643424744,3891536761,744217850
dimwishlist:item=1200414607&perks=3643424744,1549370717,744217850
dimwishlist:item=1200414607&perks=2682205016,3891536761,744217850
dimwishlist:item=1200414607&perks=2682205016,1549370717,744217850
dimwishlist:item=1200414607&perks=3643424744,4082225868,744217850
dimwishlist:item=1200414607&perks=3643424744,1161469972,744217850
dimwishlist:item=1200414607&perks=2682205016,4082225868,744217850
dimwishlist:item=1200414607&perks=2682205016,1161469972,744217850
dimwishlist:item=1999754402&perks=1631667848,3891536761,744217850
dimwishlist:item=1999754402&perks=1631667848,1549370717,744217850
dimwishlist:item=1999754402&perks=402033656,3891536761,744217850
dimwishlist:item=1999754402&perks=402033656,1549370717,744217850
dimwishlist:item=1999754402&perks=1631667848,4082225868,744217850
dimwishlist:item=1999754402&perks=1631667848,1161469972,744217850
dimwishlist:item=1999754402&perks=402033656,4082225868,744217850
dimwishlist:item=1999754402&perks=402033656,1161469972,744217850
dimwishlist:item=1999754402&perks=3643424744,3891536761,744217850
dimwishlist:item=1999754402&perks=3643424744,1549370717,744217850
dimwishlist:item=1999754402&perks=2682205016,3891536761,744217850
dimwishlist:item=1999754402&perks=2682205016,1549370717,744217850
dimwishlist:item=1999754402&perks=3643424744,4082225868,744217850
dimwishlist:item=1999754402&perks=3643424744,1161469972,744217850
dimwishlist:item=1999754402&perks=2682205016,4082225868,744217850
dimwishlist:item=1999754402&perks=2682205016,1161469972,744217850



//notes:Qua Nilus II - Rank 20, Tier C by TheAegisRelic __ Column 1: Slice, Proximity Power __ Column 2: Hatchling, Dragonfly, Surrounded __ Origin Trait: Wild Card
dimwishlist:item=190747610&perks=923806249,831391274,1050127423
dimwishlist:item=190747610&perks=923806249,102912326,1050127423
dimwishlist:item=190747610&perks=3422796781,831391274,1050127423
dimwishlist:item=190747610&perks=3422796781,102912326,1050127423
dimwishlist:item=190747610&perks=923806249,2848615171,1050127423
dimwishlist:item=190747610&perks=923806249,169755979,1050127423
dimwishlist:item=190747610&perks=3422796781,2848615171,1050127423
dimwishlist:item=190747610&perks=3422796781,169755979,1050127423
dimwishlist:item=190747610&perks=923806249,3708227201,1050127423
dimwishlist:item=190747610&perks=923806249,781192741,1050127423
dimwishlist:item=190747610&perks=3422796781,3708227201,1050127423
dimwishlist:item=190747610&perks=3422796781,781192741,1050127423
dimwishlist:item=190747610&perks=4190679284,831391274,1050127423
dimwishlist:item=190747610&perks=4190679284,102912326,1050127423
dimwishlist:item=190747610&perks=820036316,831391274,1050127423
dimwishlist:item=190747610&perks=820036316,102912326,1050127423
dimwishlist:item=190747610&perks=4190679284,2848615171,1050127423
dimwishlist:item=190747610&perks=4190679284,169755979,1050127423
dimwishlist:item=190747610&perks=820036316,2848615171,1050127423
dimwishlist:item=190747610&perks=820036316,169755979,1050127423
dimwishlist:item=190747610&perks=4190679284,3708227201,1050127423
dimwishlist:item=190747610&perks=4190679284,781192741,1050127423
dimwishlist:item=190747610&perks=820036316,3708227201,1050127423
dimwishlist:item=190747610&perks=820036316,781192741,1050127423



//notes:Perfect Pitch - Rank 21, Tier C by TheAegisRelic __ Column 1: Subsistence __ Column 2: Incandescent, Onslaught __ Origin Trait: Vanguard's Vindication
dimwishlist:item=3276304504&perks=1820235745,4293542123,744217850
dimwishlist:item=3276304504&perks=1820235745,2675184851,744217850
dimwishlist:item=3276304504&perks=4245865861,4293542123,744217850
dimwishlist:item=3276304504&perks=4245865861,2675184851,744217850
dimwishlist:item=3276304504&perks=1820235745,95528736,744217850
dimwishlist:item=3276304504&perks=1820235745,956288240,744217850
dimwishlist:item=3276304504&perks=4245865861,95528736,744217850
dimwishlist:item=3276304504&perks=4245865861,956288240,744217850



